EvtId,score
4018887,51.27408
1856756,50.904484
743875,50.845016
612959,50.798267
64398,50.677128
172422,50.620804
3688552,50.454346
363142,50.291664
3748073,50.203026
790169,50.12488
252709,49.940845
4140861,49.81606
2902412,49.76966
1874507,49.73329
2606324,49.613533
683781,49.522552
2907139,49.518795
2404008,49.508476
3548781,49.500797
2138300,49.498363
4069990,49.464314
2996581,49.27027
767983,49.21345
1055486,49.16631
1717661,49.003403
954978,48.97842
305489,48.870182
459144,48.52103
2485241,48.46875
3791001,48.451878
1873917,48.312595
3688953,48.210323
4187045,48.11403
2199992,48.043034
1151407,48.021046
3323263,47.968224
236715,47.960175
2956292,47.88812
2192282,47.856354
2457361,47.450306
229714,47.3965
1417505,47.380455
2824958,47.267864
38291,47.035915
323189,47.025864
800263,46.90561
118143,46.901608
3716749,46.736053
4171835,46.719147
2346759,46.65011
1989538,46.569683
1248165,46.520164
2898007,46.180893
3738659,46.14046
960015,46.075302
3978824,45.99894
4147579,45.968327
2164262,45.91573
1884388,45.86649
4203819,45.774994
3301461,45.66997
989413,45.29013
308002,45.24764
3747611,45.158504
3122172,45.087795
2567434,45.057957
2344309,44.8945
1505976,44.819176
1060097,44.76293
1529543,44.732937
4099919,44.57454
883396,44.552296
3728426,44.47005
3834169,44.46897
269182,44.453083
118118,44.42477
2779651,44.352222
530809,44.337685
494308,44.305325
2495380,44.295395
2499652,44.249332
1888342,44.202843
2072928,44.18936
225686,44.141224
2148934,44.01999
875925,43.974426
1257253,43.961765
2444355,43.951042
2073182,43.913113
2259572,43.87737
3674116,43.69413
1863480,43.565994
3647510,43.36384
487181,43.308006
4088620,43.223278
2171075,43.18935
37915,43.115406
605831,43.027786
1246394,42.916706
4042493,42.791763
1339554,42.7717
87312,42.756027
3224545,42.714306
3930067,42.68078
1184180,42.61462
1097108,42.55937
3655066,42.30971
3267795,42.284702
3861526,42.24239
588352,42.222317
77865,42.17029
2432870,42.160133
2543535,42.08551
1931586,41.994625
1676371,41.982983
667148,41.941254
3805345,41.74526
3629848,41.727833
16820,41.69371
2917581,41.688442
3220430,41.62579
230193,41.513355
1950740,41.377575
1203014,41.24715
3510853,41.223953
1357008,41.18562
1503308,41.138527
3873839,41.081287
247574,41.07498
64830,40.853962
1364951,40.809822
3409718,40.72705
1246695,40.693913
3590922,40.657856
2940775,40.59092
2470790,40.47228
63185,40.185307
817482,40.17762
1431248,40.14621
2397672,40.02595
3698575,40.023453
3121821,39.997494
281010,39.95888
2485343,39.9579
2254331,39.948475
1681294,39.936466
289811,39.888855
2334134,39.804115
3216130,39.787415
3127042,39.667576
4098503,39.579163
2317219,39.567455
294068,39.508236
3993342,39.501846
1534245,39.478767
2963299,39.441483
122441,39.13431
2186926,39.061523
629222,38.965855
2577242,38.95159
2621967,38.84695
157925,38.842014
1955662,38.820415
4100670,38.789085
1151464,38.7871
759249,38.766937
3007209,38.6783
68069,38.631042
269312,38.628426
2404724,38.57142
1429910,38.509613
3738736,38.488094
2133505,38.472343
84516,38.46663
3096264,38.298897
3387835,38.272503
721881,38.002922
1107626,37.98296
1658498,37.85591
3867885,37.82029
901555,37.707386
2212903,37.577744
1788348,37.528683
1454334,37.501194
3299363,37.46971
1608425,37.43736
790905,37.373
1672476,37.347233
632647,37.305138
3129202,37.221436
2119942,37.186848
130935,37.06487
411743,37.060543
3618219,36.97609
1248645,36.959393
1964119,36.859756
1464641,36.85775
3226184,36.844635
687846,36.816715
1182743,36.76804
2824369,36.717674
1516462,36.678272
2811968,36.590126
833756,36.396454
706823,36.305614
1219349,36.27543
1653349,36.27531
1097170,36.273273
2116188,36.257915
508745,36.25581
1214403,36.242966
2219682,36.20775
631561,36.035866
1845818,35.893913
559132,35.83995
472111,35.715733
948644,35.69856
3132654,35.64687
2935407,35.640057
2956283,35.632145
3427299,35.619904
2100624,35.58584
2446300,35.546516
228242,35.451527
2253716,35.39357
1146629,35.39235
3682095,35.346333
1022794,35.284817
1733863,35.171356
464446,34.96759
801080,34.91266
2792309,34.74298
3748754,34.727444
9005,34.722683
950976,34.62762
1199222,34.617188
311770,34.58056
2190054,34.52927
2137609,34.515045
1917191,34.445793
2128,34.388683
2348486,34.35797
1390081,34.33241
3907426,34.256893
3887166,34.21147
4169518,34.209267
3917549,34.193535
3472494,34.179104
1751553,34.025433
204296,33.956318
1334934,33.94226
2807332,33.897633
3390454,33.8849
1614472,33.882072
195274,33.775883
1559602,33.728622
2929635,33.715397
2543277,33.706436
1183176,33.638214
1082038,33.6191
1432243,33.517273
813347,33.49082
4092914,33.390495
1396791,33.378807
2062401,33.309555
2823131,33.301674
1797151,33.22367
714186,33.12114
3943733,33.09658
2557044,33.082417
2278763,33.079582
1563695,33.064754
3011883,33.03827
3854360,32.904793
3282966,32.87049
485385,32.847717
1482908,32.799484
2756464,32.754177
2462182,32.730907
3752790,32.676636
2381769,32.641956
2924286,32.61821
1519011,32.546585
1965975,32.54287
1008359,32.536144
2481863,32.493366
1382304,32.485786
2656308,32.370815
401201,32.341187
1959667,32.303715
1866444,32.27439
92534,32.168312
2172347,32.125023
1104117,32.122654
1597386,32.117256
3238420,32.082996
2371379,32.000553
1189047,32.000206
275122,31.94961
2564905,31.946032
1350168,31.89585
1458865,31.890474
1169674,31.804337
2349280,31.777452
1384424,31.703533
1448444,31.687832
3606781,31.686743
917503,31.667591
442052,31.607489
3854516,31.589533
1485968,31.564634
4159266,31.462257
4191502,31.427181
3055845,31.418465
1783916,31.341345
1691097,31.296038
2838370,31.282896
2932702,31.238573
1779105,31.171473
3017401,31.15677
695661,31.084806
1642877,31.07565
239722,31.036575
3163135,31.028168
1283102,31.013966
1063883,30.890373
1272568,30.859596
2987204,30.836798
1821554,30.816422
3512834,30.812761
3666578,30.811827
335155,30.792543
2989728,30.728327
3830671,30.703907
1129899,30.692286
382125,30.685358
3997042,30.682001
2267393,30.681564
213640,30.65532
4035021,30.577755
2937555,30.577713
592239,30.523817
3819352,30.488644
2907424,30.475574
2105680,30.473541
1867415,30.38275
334068,30.362648
1011941,30.34138
1333656,30.291052
3309909,30.246431
603599,30.245531
415037,30.228746
2182369,30.184496
1742258,30.153048
2981145,30.151827
2566027,30.147581
618407,30.135256
2924524,30.1242
2668046,30.109144
1524637,30.02858
3211693,30.027975
4033882,29.977947
3141812,29.927519
2729502,29.90431
2041677,29.899317
3935645,29.82212
3968501,29.8125
1337895,29.792425
438212,29.776283
2078933,29.735144
673864,29.656517
370067,29.639515
808844,29.557167
3731844,29.455765
329260,29.449244
3862355,29.44896
3983237,29.427038
821274,29.38894
2224151,29.387592
2866343,29.350296
2570742,29.34092
38072,29.331877
2483724,29.330229
2927391,29.320173
1608902,29.268993
1493484,29.247917
2576186,29.218006
3558320,29.200438
2829963,29.114988
1841879,29.024445
3494666,29.022387
2819676,29.01301
1236650,28.992157
2609513,28.960068
3689719,28.940138
1525781,28.888905
3781255,28.84131
3373871,28.77949
668903,28.751884
2588952,28.736998
2918158,28.689276
3044569,28.665993
236457,28.62444
260633,28.61906
2295029,28.588625
1861744,28.576172
2775661,28.493933
3043180,28.47975
2227660,28.460743
882420,28.431244
1915691,28.407528
3497044,28.386688
1938120,28.3851
2854318,28.338226
2792967,28.25774
2316664,28.235712
2682329,28.185854
1848834,28.185402
1728144,28.179186
241399,28.142946
1355929,28.139795
692950,28.126228
167854,28.08703
1683542,28.082941
842049,28.062597
1470143,28.039906
1635122,28.011284
1310932,27.97558
3274428,27.947756
14146,27.936413
2789235,27.872152
910986,27.852102
3450195,27.771307
1912286,27.766644
431388,27.728992
2683072,27.721804
2576432,27.678923
2586567,27.66933
32783,27.658833
2118568,27.639118
2676444,27.633358
2262271,27.57328
837690,27.57308
3039129,27.516039
527178,27.5038
1261666,27.494303
928734,27.442598
892696,27.416882
3777611,27.294256
1484125,27.28883
3011339,27.251522
3749540,27.230417
3070816,27.200735
2335878,27.188751
3237911,27.185774
